FJI,NONE
TZA,COD
TZA,KEN
TZA,ZMB
TZA,MWI
TZA,MOZ
TZA,BDI
TZA,UGA
TZA,RWA
ESH,MRT
ESH,DZA
ESH,MAR
CAN,USA
USA,CAN
USA,MEX
KAZ,UZB
KAZ,RUS
KAZ,KGZ
KAZ,TKM
KAZ,CHN
UZB,KAZ
UZB,AFG
UZB,TJK
UZB,KGZ
UZB,TKM
PNG,IDN
IDN,PNG
IDN,TLS
IDN,MYS
ARG,CHL
ARG,URY
ARG,BRA
ARG,BOL
ARG,PRY
CHL,ARG
CHL,BOL
CHL,PER
COD,TZA
COD,CAF
COD,COG
COD,ZMB
COD,AGO
COD,BDI
COD,UGA
COD,RWA
COD,SSD
SOM,KEN
SOM,ETH
SOM,SML
KEN,TZA
KEN,SOM
KEN,ETH
KEN,UGA
KEN,SSD
SDN,TCD
SDN,CAF
SDN,ERI
SDN,EGY
SDN,LBY
SDN,ETH
SDN,SSD
TCD,SDN
TCD,NER
TCD,CMR
TCD,CAF
TCD,LBY
HTI,DOM
DOM,HTI
RUS,KAZ
RUS,NOR
RUS,PRK
RUS,MNG
RUS,BLR
RUS,UKR
RUS,POL
RUS,LTU
RUS,LVA
RUS,EST
RUS,CHN
RUS,AZE
RUS,GEO
RUS,FIN
BHS,NONE
FLK,NONE
NOR,RUS
NOR,SWE
NOR,FIN
GRL,NONE
ATF,NONE
TLS,IDN
ZAF,LSO
ZAF,ZWE
ZAF,BWA
ZAF,NAM
ZAF,MOZ
ZAF,SWZ
LSO,ZAF
MEX,USA
MEX,GTM
MEX,BLZ
URY,ARG
URY,BRA
BRA,ARG
BRA,URY
BRA,BOL
BRA,PER
BRA,COL
BRA,VEN
BRA,GUY
BRA,SUR
BRA,FRA
BRA,PRY
BOL,ARG
BOL,CHL
BOL,BRA
BOL,PER
BOL,PRY
PER,CHL
PER,BRA
PER,BOL
PER,COL
PER,ECU
COL,BRA
COL,PER
COL,PAN
COL,VEN
COL,ECU
PAN,COL
PAN,CRI
CRI,PAN
CRI,NIC
NIC,CRI
NIC,HND
HND,NIC
HND,SLV
HND,GTM
SLV,HND
SLV,GTM
GTM,MEX
GTM,HND
GTM,SLV
GTM,BLZ
BLZ,MEX
BLZ,GTM
VEN,BRA
VEN,COL
VEN,GUY
GUY,BRA
GUY,VEN
GUY,SUR
SUR,BRA
SUR,GUY
SUR,FRA
FRA,BRA
FRA,SUR
FRA,DEU
FRA,CHE
FRA,LUX
FRA,BEL
FRA,ESP
FRA,ITA
ECU,PER
ECU,COL
PRI,NONE
JAM,NONE
CUB,NONE
ZWE,ZAF
ZWE,BWA
ZWE,ZMB
ZWE,MOZ
BWA,ZAF
BWA,ZWE
BWA,NAM
BWA,ZMB
NAM,ZAF
NAM,BWA
NAM,ZMB
NAM,AGO
SEN,MLI
SEN,MRT
SEN,GIN
SEN,GNB
SEN,GMB
MLI,SEN
MLI,MRT
MLI,NER
MLI,IVC
MLI,GIN
MLI,BFA
MLI,DZA
MRT,ESH
MRT,SEN
MRT,MLI
MRT,DZA
BEN,NER
BEN,NGA
BEN,TGO
BEN,BFA
NER,TCD
NER,MLI
NER,BEN
NER,NGA
NER,CMR
NER,BFA
NER,DZA
NER,LBY
NGA,BEN
NGA,NER
NGA,CMR
CMR,TCD
CMR,NER
CMR,NGA
CMR,CAF
CMR,COG
CMR,GAB
CMR,GNQ
TGO,BEN
TGO,GHA
TGO,BFA
GHA,TGO
GHA,IVC
GHA,BFA
IVC,MLI
IVC,GHA
IVC,GIN
IVC,LBR
IVC,BFA
GIN,SEN
GIN,MLI
GIN,IVC
GIN,GNB
GIN,LBR
GIN,SLE
GNB,SEN
GNB,GIN
LBR,IVC
LBR,GIN
LBR,SLE
SLE,GIN
SLE,LBR
BFA,MLI
BFA,BEN
BFA,NER
BFA,TGO
BFA,GHA
BFA,IVC
CAF,COD
CAF,SDN
CAF,TCD
CAF,CMR
CAF,COG
CAF,SSD
COG,COD
COG,CMR
COG,CAF
COG,GAB
COG,AGO
